iteration,node_id,radius,theta_rad,theta_deg,ring_type
0,0,5.0,0.0175532925199432,1.0057295779513082,outer
0,1,5.0,0.2617993877991494,14.999999999999998,outer
0,14,4.0,0.2617993877991494,14.999999999999998,middle
0,27,3.0,0.2617993877991494,14.999999999999998,inner
0,2,5.0,0.5235987755982987,29.999999999999996,outer
0,15,4.0,0.5235987755982988,30.0,middle
0,28,3.0,0.5235987755982988,30.0,inner
0,3,5.0,0.7853981633974483,45.0,outer
0,16,4.0,0.7853981633974483,45.0,middle
0,29,3.0,0.7853981633974483,45.0,inner
0,4,5.0,1.0471975511965976,59.99999999999999,outer
0,17,4.0,1.0471975511965976,59.99999999999999,middle
0,30,3.0,1.0471975511965976,59.99999999999999,inner
0,5,5.0,1.308996938995747,74.99999999999999,outer
0,18,4.0,1.308996938995747,74.99999999999999,middle
0,31,3.0,1.308996938995747,74.99999999999999,inner
0,6,5.0,1.5707963267948966,90.0,outer
0,19,4.0,1.5707963267948966,90.0,middle
0,32,3.0,1.5707963267948966,90.0,inner
0,7,5.0,1.832595714594046,105.0,outer
0,20,4.0,1.832595714594046,105.0,middle
0,33,3.0,1.832595714594046,105.0,inner
0,8,5.0,2.0943951023931957,120.0,outer
0,21,4.0,2.0943951023931957,120.0,middle
0,34,3.0,2.0943951023931957,120.0,inner
0,9,5.0,2.356194490192345,135.0,outer
0,22,4.0,2.356194490192345,135.0,middle
0,35,3.0,2.356194490192345,135.0,inner
0,10,5.0,2.617993877991494,149.99999999999997,outer
0,23,4.0,2.617993877991494,149.99999999999997,middle
0,36,3.0,2.617993877991494,149.99999999999997,inner
0,11,5.0,2.8797932657906435,165.0,outer
0,24,4.0,2.8797932657906435,165.0,middle
0,37,3.0,2.8797932657906435,165.0,inner
0,12,5.0,3.12403936106985,178.9942704220487,outer
1,0,5.0,0.0174545768014828,1.000073583911922,outer
1,1,5.0,0.2607325595847301,14.938875245848294,outer
1,14,4.0,0.2607325602937095,14.938875286469823,middle
1,27,3.0,0.2607325609940468,14.938875326596197,inner
1,2,5.0,0.5195380888357156,29.76733978657934,outer
1,15,4.0,0.5195380895648283,29.767339828354416,middle
1,28,3.0,0.5195380902778314,29.767339869206484,inner
1,3,5.0,0.7808829407676602,44.74129679975118,outer
1,16,4.0,0.7808829414982672,44.74129684161188,middle
1,29,3.0,0.7808829422030071,44.7412968819905,inner
1,4,5.0,1.0438267811788509,59.806869104273865,outer
1,17,4.0,1.0438267819026352,59.80686914574365,middle
1,30,3.0,1.043826782608384,59.80686918618009,inner
1,5,5.0,1.3078180411000582,74.93245412610017,outer
1,18,4.0,1.307818041806335,74.93245416656684,middle
1,31,3.0,1.3078180425026698,74.93245420646389,inner
1,6,5.0,1.570796319561191,89.9999995855392,outer
1,19,4.0,1.5707963195611971,89.99999958553956,middle
1,32,3.0,1.570796319561198,89.9999995855396,inner
1,7,5.0,1.833774596655226,105.06754496664932,outer
1,20,4.0,1.833774597316116,105.0675450045155,middle
1,33,3.0,1.8337745979867304,105.06754504293887,inner
1,8,5.0,2.097765856576154,120.1931299884596,outer
1,21,4.0,2.09776585721996,120.19313002534696,middle
1,34,3.0,2.097765857881153,120.19313006323054,inner
1,9,5.0,2.3607096969872043,135.25870229297425,outer
1,22,4.0,2.360709697624445,135.25870232948543,middle
1,35,3.0,2.36070969828655,135.25870236742125,inner
1,10,5.0,2.6220545489191585,150.23265930614664,outer
1,23,4.0,2.622054549557782,150.2326593427371,middle
1,36,3.0,2.6220545502118218,150.23265938021078,inner
1,11,5.0,2.880860078170514,165.06112384689885,outer
1,24,4.0,2.880860078828744,165.06112388461267,middle
1,37,3.0,2.880860079495391,165.06112392280872,inner
1,12,5.0,3.1241380623209056,178.99992558716684,outer
2,0,5.0,0.0174534013937329,1.0000062380086443,outer
2,1,5.0,0.2550546906110465,14.613557317027947,outer
2,14,4.0,0.2550546912645337,14.613557354470007,middle
2,27,3.0,0.2550546918648242,14.61355738886412,inner
2,2,5.0,0.5153025455239355,29.524661030869478,outer
2,15,4.0,0.5153025461695303,29.52466106785933,middle
2,28,3.0,0.5153025467843616,29.52466110308657,inner
2,3,5.0,0.7748038294184194,44.3929893762496,outer
2,16,4.0,0.7748038300762865,44.392989413942615,middle
2,29,3.0,0.7748038307057455,44.39298945000796,inner
2,4,5.0,1.0391272390896291,59.53760517691738,outer
2,17,4.0,1.03912723974369,59.53760521439229,middle
2,30,3.0,1.039127240370486,59.537605250305056,inner
2,5,5.0,1.3055792980633716,74.80418359868372,outer
2,18,4.0,1.3055792986935526,74.80418363479043,middle
2,31,3.0,1.3055792993110238,74.80418367016892,inner
2,6,5.0,1.5707963203601705,89.99999963131735,outer
2,19,4.0,1.5707963203602409,89.99999963132139,middle
2,32,3.0,1.5707963203602404,89.99999963132136,inner
2,7,5.0,1.836013341441376,105.19581559430262,outer
2,20,4.0,1.83601334202698,105.19581562785524,middle
2,33,3.0,1.8360133426249896,105.19581566211868,inner
2,8,5.0,2.102465400414676,120.46239401604362,outer
2,21,4.0,2.1024654009771315,120.46239404826994,middle
2,34,3.0,2.1024654015656976,120.4623940819923,inner
2,9,5.0,2.3667888100857644,135.60700981670442,outer
2,22,4.0,2.366788810644574,135.60700984872184,middle
2,35,3.0,2.366788811230484,135.60700988229203,inner
2,10,5.0,2.62629009398057,150.475338162103,outer
2,23,4.0,2.626290094551221,150.47533819479892,middle
2,36,3.0,2.6262900951516968,150.4753382292036,inner
2,11,5.0,2.8865379488932983,165.3864418759353,outer
2,24,4.0,2.88653794945639,165.3864419081981,middle
2,37,3.0,2.88653795007123,165.3864419434258,inner
2,12,5.0,3.1241392393267886,178.9999930246364,outer
3,0,5.0,0.0174534580258861,1.0000094827920103,outer
3,1,5.0,0.2465839422052438,14.128219184058285,outer
3,14,4.0,0.246583943145705,14.12821923794274,middle
3,27,3.0,0.2465839440086385,14.128219287385193,inner
3,2,5.0,0.5089240877327659,29.15920231963312,outer
3,15,4.0,0.5089240886618963,29.15920237286837,middle
3,28,3.0,0.5089240895465977,29.15920242355803,inner
3,3,5.0,0.7657212728993613,43.87259722051854,outer
3,16,4.0,0.7657212738466018,43.87259727479143,middle
3,29,3.0,0.7657212747521377,43.872597326674814,inner
3,4,5.0,1.0320153768228442,59.130125484552245,outer
3,17,4.0,1.0320153777639225,59.13012553847205,middle
3,30,3.0,1.0320153786655175,59.13012559012965,inner
3,5,5.0,1.302186509576286,74.60979113759315,outer
3,18,4.0,1.3021865104827757,74.60979118953118,middle
3,31,3.0,1.302186511371293,74.60979124043946,inner
3,6,5.0,1.5707963175391682,89.99999946968583,outer
3,19,4.0,1.5707963175392616,89.99999946969118,middle
3,32,3.0,1.5707963175392616,89.99999946969118,inner
3,7,5.0,1.8394061237535912,105.39020770159918,outer
3,20,4.0,1.839406124595813,105.39020774985497,middle
3,33,3.0,1.839406125455581,105.390207799116,inner
3,8,5.0,2.109577256506383,120.86987335460284,outer
3,21,4.0,2.1095772573150926,120.86987340093847,middle
3,34,3.0,2.109577258161601,120.86987344943982,inner
3,9,5.0,2.3758713604296617,136.12740161862484,outer
3,22,4.0,2.3758713612324813,136.12740166462302,middle
3,35,3.0,2.3758713620750544,136.1274017128989,inner
3,10,5.0,2.6326685455967427,150.8407965195381,outer
3,23,4.0,2.6326685464170256,150.84079656653682,middle
3,36,3.0,2.63266854728035,150.84079661600168,inner
3,11,5.0,2.89500869112404,165.87177965510003,outer
3,24,4.0,2.895008691933441,165.87177970147533,middle
3,37,3.0,2.895008692818277,165.87177975217267,inner
3,12,5.0,3.124139177052579,178.999989456587,outer
4,0,5.0,0.0174535213997753,1.000013113848393,outer
4,1,5.0,0.233772900827055,13.394200581920606,outer
4,14,4.0,0.2337729019629545,13.394200647002856,middle
4,27,3.0,0.2337729030041032,13.394200706656282,inner
4,2,5.0,0.4994216959822027,28.61475537704592,outer
4,15,4.0,0.499421697107107,28.614755441498183,middle
4,28,3.0,0.4994216981780605,28.6147555028593,inner
4,3,5.0,0.7521858602702323,43.09707520290138,outer
4,16,4.0,0.7521858614162328,43.09707526856237,middle
4,29,3.0,0.7521858625115868,43.097075331321534,inner
4,4,5.0,1.021286492353305,58.5154056855642,outer
4,17,4.0,1.0212864934927284,58.51540575084835,middle
4,30,3.0,1.0212864945836666,58.515405813354505,inner
4,5,5.0,1.2971306208572189,74.3201100523028,outer
4,18,4.0,1.2971306219519971,74.32011011502897,middle
4,31,3.0,1.297130623025896,74.32011017655883,inner
4,6,5.0,1.5707963156043458,89.99999935882867,outer
4,19,4.0,1.570796315604418,89.99999935883281,middle
4,32,3.0,1.5707963156044178,89.9999993588328,inner
4,7,5.0,1.8444620082371128,105.67988854421064,outer
4,20,4.0,1.8444620092569295,105.67988860264184,middle
4,33,3.0,1.8444620102971576,105.67988866224252,inner
4,8,5.0,2.1203061367401936,121.48459291090153,outer
4,21,4.0,2.120306137716742,121.4845929668536,middle
4,34,3.0,2.1203061387397013,121.48459302546486,inner
4,9,5.0,2.3894067688230445,136.90292339355162,outer
4,22,4.0,2.389406769793325,136.90292344914462,middle
4,35,3.0,2.3894067708118696,136.90292350750292,inner
4,10,5.0,2.642170933111657,151.38524321944047,outer
4,23,4.0,2.642170934102232,151.38524327619623,middle
4,36,3.0,2.642170935145096,151.38524333594796,inner
4,11,5.0,2.9078197282665745,166.60579801455262,outer
4,24,4.0,2.907819729246604,166.60579807070417,middle
4,37,3.0,2.907819730319036,166.60579813214997,inner
4,12,5.0,3.12413910980904,178.999985603816,outer
5,0,5.0,0.017455025801668,1.0000993097275344,outer
5,1,5.0,0.2141172707029174,12.26801593213732,outer
5,14,4.0,0.2141172796074275,12.268016442328165,middle
5,27,3.0,0.2141172877494973,12.2680169088344,inner
5,2,5.0,0.4858362567613878,27.836367046861728,outer
5,15,4.0,0.4858362655633782,27.83636755117863,middle
5,28,3.0,0.4858362739464087,27.836368031490892,inner
5,3,5.0,0.73254035315905,41.97147055903638,outer
5,16,4.0,0.7325403621324446,41.97147107317402,middle
5,29,3.0,0.7325403707079455,41.97147156451403,inner
5,4,5.0,1.0053619822857214,57.60299846787807,outer
5,17,4.0,1.005361991206698,57.602998979012376,middle
5,30,3.0,1.0053619997524703,57.60299946864907,inner
5,5,5.0,1.289462598688749,73.88076474483671,outer
5,18,4.0,1.289462607276148,73.88076523685844,middle
5,31,3.0,1.2894626156910436,73.88076571899644,inner
5,6,5.0,1.5707962391809418,89.99999498009016,outer
5,19,4.0,1.5707962391821413,89.99999498015889,middle
5,32,3.0,1.5707962391821333,89.99999498015843,inner
5,7,5.0,1.8521298631246568,106.1192242671857,outer
5,20,4.0,1.85212987108854,106.11922472348256,middle
5,33,3.0,1.852129879220384,106.11922518940293,inner
5,8,5.0,2.136230479521637,122.39699054379784,outer
5,21,4.0,2.1362304871621545,122.39699098156724,middle
5,34,3.0,2.136230495161423,122.39699143989156,inner
5,9,5.0,2.409052108646044,138.0285184525098,outer
5,22,4.0,2.409052116236956,138.02851888743697,middle
5,35,3.0,2.4090521242065592,138.02851934406164,inner
5,10,5.0,2.655756205049012,152.16362196498844,outer
5,23,4.0,2.6557562128045986,152.1636224093508,middle
5,36,3.0,2.6557562209658485,152.163622876956,inner
5,11,5.0,2.9274751911050805,167.73197307957523,outer
5,24,4.0,2.927475198762754,167.7319735183276,middle
5,37,3.0,2.927475207161964,167.7319739995669,inner
5,12,5.0,3.124137452562383,178.99989065057696,outer
6,0,5.0,0.0174534196894975,1.0000072862787417,outer
6,1,5.0,0.1935988432296907,11.092396635676147,outer
6,14,4.0,0.193598844104721,11.092396685811693,middle
6,27,3.0,0.1935988449054307,11.09239673168898,inner
6,2,5.0,0.4721470640207693,27.052034077883164,outer
6,15,4.0,0.4721470648846182,27.052034127378057,middle
6,28,3.0,0.4721470657071334,27.05203417450471,inner
6,3,5.0,0.7137761190088443,40.89635913643435,outer
6,16,4.0,0.713776119888996,40.89635918686333,middle
6,29,3.0,0.7137761207296289,40.89635923502805,inner
6,4,5.0,0.9895208879387176,56.69537061892621,outer
6,17,4.0,0.989520888814554,56.69537066910793,middle
6,30,3.0,0.9895208896531558,56.69537071715627,inner
6,5,5.0,1.2818607338500756,73.44520997315183,outer
6,18,4.0,1.2818607346915185,73.44521002136295,middle
6,31,3.0,1.2818607355158198,73.44521006859195,inner
6,6,5.0,1.5707963182156994,89.99999950844821,outer
6,19,4.0,1.5707963182157436,89.99999950845074,middle
6,32,3.0,1.5707963182157432,89.99999950845071,inner
6,7,5.0,1.85973190096026,106.55478895086448,outer
6,20,4.0,1.859731901740057,106.55478899554362,middle
6,33,3.0,1.8597319025365944,106.5547890411818,inner
6,8,5.0,2.1520717468709463,123.30462830505164,outer
6,21,4.0,2.152071747617449,123.30462834782313,middle
6,34,3.0,2.152071748399525,123.30462839263276,inner
6,9,5.0,2.4278165158006693,139.1036397875349,outer
6,22,4.0,2.4278165165430696,139.1036398300713,middle
6,35,3.0,2.4278165173230994,139.10363987476373,inner
6,10,5.0,2.669445570789206,152.94796484611257,outer
6,23,4.0,2.6694455715472767,152.9479648895468,middle
6,36,3.0,2.669445572345362,152.9479649352737,inner
6,11,5.0,2.947993791580036,168.9076022883053,outer
6,24,4.0,2.9479937923274093,168.90760233112664,middle
6,37,3.0,2.9479937931470435,168.90760237808823,inner
6,12,5.0,3.1241392167419764,178.999991730622,outer
7,0,5.0,0.0174533312760237,1.0000022205598431,outer
7,1,5.0,0.1720545685006747,9.85800062103318,outer
7,14,4.0,0.1720545688884707,9.858000643252254,middle
7,27,3.0,0.1720545692437071,9.8580006636058,inner
7,2,5.0,0.4584759857846303,26.268738993559246,outer
7,15,4.0,0.4584759861666443,26.268739015447032,middle
7,28,3.0,0.4584759865303494,26.2687390362858,inner
7,3,5.0,0.6957892570759071,39.865787860992526,outer
7,16,4.0,0.695789257465619,39.865787883321374,middle
7,29,3.0,0.6957892578374942,39.865787904628256,inner
7,4,5.0,0.9739855217359332,55.80525970231648,outer
7,17,4.0,0.9739855221236224,55.80525972452944,middle
7,30,3.0,0.9739855224948464,55.805259745799,inner
7,5,5.0,1.2745594273394478,73.02687592516148,outer
7,18,4.0,1.2745594277118186,73.02687594649674,middle
7,31,3.0,1.2745594280763857,73.0268759673849,inner
7,6,5.0,1.5707963230015576,89.99999978265768,outer
7,19,4.0,1.570796323001585,89.99999978265924,middle
7,32,3.0,1.570796323001585,89.99999978265924,inner
7,7,5.0,1.8670332179469624,106.97312359908976,outer
7,20,4.0,1.867033218291387,106.9731236188238,middle
7,33,3.0,1.86703321864342,106.9731236389938,inner
7,8,5.0,2.1676071235501766,124.19473982191752,outer
7,21,4.0,2.167607123879774,124.19473984080204,middle
7,34,3.0,2.1676071242250834,124.19473986058682,inner
7,9,5.0,2.4458033882101327,140.13421166323744,outer
7,22,4.0,2.44580338853781,140.134211682012,middle
7,35,3.0,2.445803388882453,140.1342117017586,inner
7,10,5.0,2.6831166595016294,153.73126053068333,outer
7,23,4.0,2.683116659836703,153.73126054988165,middle
7,36,3.0,2.683116660189491,153.73126057009492,inner
7,11,5.0,2.969538076785881,170.14199890322638,outer
7,24,4.0,2.969538077115139,170.14199892209146,middle
7,37,3.0,2.969538077476168,170.1419989427769,inner
7,12,5.0,3.1241393147266283,178.999997344729,outer
8,0,5.0,0.0174532940241156,1.00000008618273,outer
8,1,5.0,0.149527139432627,8.567274012153717,outer
8,14,4.0,0.1495271394535935,8.567274013355005,middle
8,27,3.0,0.1495271394727945,8.567274014455142,inner
8,2,5.0,0.4447159116925873,25.480344822297877,outer
8,15,4.0,0.4447159117131591,25.48034482347655,middle
8,28,3.0,0.444715911732761,25.48034482459965,inner
8,3,5.0,0.6787345554568737,38.88862543736698,outer
8,16,4.0,0.6787345554778813,38.88862543857063,middle
8,29,3.0,0.6787345554978912,38.88862543971711,inner
8,4,5.0,0.9587289957084344,54.9311251509093,outer
8,17,4.0,0.9587289957293308,54.93112515210659,middle
8,30,3.0,0.9587289957493352,54.93112515325274,inner
8,5,5.0,1.267574479018922,72.62666786627835,outer
8,18,4.0,1.267574479038975,72.62666786742729,middle
8,31,3.0,1.267574479058596,72.62666786855151,inner
8,6,5.0,1.5707963265908316,89.99999998830793,outer
8,19,4.0,1.5707963265908322,89.99999998830798,middle
8,32,3.0,1.5707963265908322,89.99999998830798,inner
8,7,5.0,1.8740181741241808,107.37333210812818,outer
8,20,4.0,1.874018174142692,107.3733321091888,middle
8,33,3.0,1.874018174161624,107.37333211027352,inner
8,8,5.0,2.1828636574346514,125.06887482349624,outer
8,21,4.0,2.1828636574523466,125.0688748245101,middle
8,34,3.0,2.182863657470892,125.06887482557266,inner
8,9,5.0,2.462858097686209,141.11137453703842,outer
8,22,4.0,2.4628580977037986,141.1113745380462,middle
8,35,3.0,2.4628580977223367,141.11137453910837,inner
8,10,5.0,2.696876741450507,154.51965515210816,outer
8,23,4.0,2.696876741468514,154.51965515313992,middle
8,36,3.0,2.696876741487461,154.51965515422546,inner
8,11,5.0,2.9920655137104823,171.4327259622532,outer
8,24,4.0,2.992065513728092,171.43272596326213,middle
8,37,3.0,2.9920655137474057,171.43272596436876,inner
8,12,5.0,3.124139359157545,178.999999890433,outer
9,0,5.0,0.0174532937294533,1.00000006929982,outer
9,1,5.0,0.1262604568476969,7.23419129676669,outer
9,14,4.0,0.1262604568710801,7.234191298106446,middle
9,27,3.0,0.1262604568924655,7.2341912993317425,inner
9,2,5.0,0.4307868779278158,24.682269974881244,outer
9,15,4.0,0.4307868779506534,24.682269976189744,middle
9,28,3.0,0.4307868779724124,24.68226997743644,inner
9,3,5.0,0.6624975258553407,37.95831216937016,outer
9,16,4.0,0.6624975258786842,37.95831217070764,middle
9,29,3.0,0.6624975259008726,37.95831217197895,inner
9,4,5.0,0.9437310656979396,54.07180705987536,outer
9,17,4.0,0.9437310657211524,54.07180706120534,middle
9,30,3.0,0.9437310657433642,54.071807062478,inner
9,5,5.0,1.2608436769841358,72.24102131694703,outer
9,18,4.0,1.260843677006397,72.24102131822251,middle
9,31,3.0,1.2608436770281646,72.2410213194697,inner
9,6,5.0,1.5707963265685756,89.99999998703277,outer
9,19,4.0,1.5707963265685765,89.99999998703281,middle
9,32,3.0,1.5707963265685765,89.99999998703281,inner
9,7,5.0,1.8807489761102496,107.7589786546682,outer
9,20,4.0,1.8807489761307576,107.75897865584324,middle
9,33,3.0,1.8807489761517475,107.75897865704584,inner
9,8,5.0,2.197861587396426,125.92819291173872,outer
9,21,4.0,2.1978615874160146,125.92819291286108,middle
9,34,3.0,2.1978615874365564,125.92819291403804,inner
9,9,5.0,2.479095127239021,142.04168780224373,outer
9,22,4.0,2.4790951272584865,142.041687803359,middle
9,35,3.0,2.479095127279048,142.0416878045371,inner
9,10,5.0,2.7108057751665595,155.31772999673342,outer
9,23,4.0,2.7108057751865102,155.31772999787648,middle
9,36,3.0,2.7108057752075023,155.31772999907926,inner
9,11,5.0,3.015332196246694,172.76580867484884,outer
9,24,4.0,3.0153321962660984,172.76580867596064,middle
9,37,3.0,3.015332196287425,172.76580867718258,inner
9,12,5.0,3.1241393594076934,178.99999990476545,outer
10,0,5.0,0.0174532955122473,1.0000001714463933,outer
10,1,5.0,0.1026070868660176,5.878953025555032,outer
10,14,4.0,0.1026070869381926,5.878953029690353,middle
10,27,3.0,0.1026070870042219,5.8789530334735565,inner
10,2,5.0,0.4167173831108892,23.87614730199017,outer
10,15,4.0,0.4167173831812407,23.87614730602101,middle
10,28,3.0,0.4167173832482508,23.876147309860404,inner
10,3,5.0,0.6470300152512695,37.07208909218303,outer
10,16,4.0,0.6470300153231822,37.07208909630332,middle
10,29,3.0,0.6470300153913582,37.07208910020952,inner
10,4,5.0,0.928590038097048,53.204290080853184,outer
10,17,4.0,0.9285900381685224,53.204290084948354,middle
10,30,3.0,0.9285900382369316,53.20429008886792,inner
10,5,5.0,1.2542624867415737,71.86394689187553,outer
10,18,4.0,1.2542624868100936,71.86394689580145,middle
10,31,3.0,1.254262486877037,71.86394689963701,inner
10,6,5.0,1.5707963260991418,89.9999999601362,outer
10,19,4.0,1.5707963260991422,89.99999996013621,middle
10,32,3.0,1.5707963260991422,89.99999996013621,inner
10,7,5.0,1.887330165325231,108.13605302086364,outer
10,20,4.0,1.8873301653882004,108.13605302447152,middle
10,33,3.0,1.8873301654527064,108.13605302816744,inner
10,8,5.0,2.213002613969693,126.79570983188238,outer
10,21,4.0,2.213002614029808,126.79570983532672,middle
10,34,3.0,2.2130026140928387,126.7957098389381,inner
10,9,5.0,2.494562636815459,142.9279108205518,outer
10,22,4.0,2.494562636875161,142.92791082397247,middle
10,35,3.0,2.494562636938412,142.9279108275965,inner
10,10,5.0,2.724875268955882,156.1238526107471,outer
10,23,4.0,2.7248752690170788,156.12385261425342,middle
10,36,3.0,2.7248752690815,156.12385261794446,inner
10,11,5.0,3.038985565200826,174.1210468871864,outer
10,24,4.0,3.038985565260184,174.1210468905873,middle
10,37,3.0,3.038985565325437,174.12104689432607,inner
10,12,5.0,3.1241393566860016,178.999999748824,outer
11,0,5.0,0.0174533312915322,1.0000022214484148,outer
11,1,5.0,0.0789339515667169,4.522582285062932,outer
11,14,4.0,0.0789339525594075,4.5225823419399145,middle
11,27,3.0,0.0789339534759882,4.522582394456122,inner
11,2,5.0,0.4021892841127154,23.04374854504656,outer
11,15,4.0,0.4021892850841019,23.043748600702912,middle
11,28,3.0,0.4021892860081799,23.04374865364868,inner
11,3,5.0,0.632346398429787,36.230779820324784,outer
11,16,4.0,0.6323463994197948,36.23077987704805,middle
11,29,3.0,0.6323464003552695,36.2307799306468,inner
11,4,5.0,0.9130888912015912,52.31613978613117,outer
11,17,4.0,0.9130888921847764,52.31613984246354,middle
11,30,3.0,0.9130888931266692,52.31613989643003,inner
11,5,5.0,1.2477923457260487,71.49323511883148,outer
11,18,4.0,1.247792346668334,71.49323517282045,middle
11,31,3.0,1.2477923475881072,71.49323522551957,inner
11,6,5.0,1.5707963172379589,89.9999994524278,outer
11,19,4.0,1.5707963172379755,89.99999945242875,middle
11,32,3.0,1.5707963172379755,89.99999945242875,inner
11,7,5.0,1.8938002869438737,108.50676368254824,outer
11,20,4.0,1.8938002878077629,108.5067637320454,middle
11,33,3.0,1.8938002886935847,108.50676378279933,inner
11,8,5.0,2.2285037414674105,127.68385901519576,outer
11,21,4.0,2.2285037422918315,127.6838590624316,middle
11,34,3.0,2.22850374315544,127.68385911191272,inner
11,9,5.0,2.509246234239034,143.7692189809918,outer
11,22,4.0,2.509246235057041,143.76921902786015,middle
11,35,3.0,2.5092462359268,143.7692190776937,inner
11,10,5.0,2.7394033485566385,156.95625025630056,outer
11,23,4.0,2.739403349392422,156.95625030418742,middle
11,36,3.0,2.7394033502736668,156.95625035467904,inner
11,11,5.0,3.0626586811035343,175.4774165163356,outer
11,24,4.0,3.062658681917793,175.4774165629892,middle
11,37,3.0,3.062658682804848,175.47741661381372,inner
11,12,5.0,3.124139303183855,178.9999966833768,outer
12,0,5.0,0.0174533514028413,1.000003373741542,outer
12,1,5.0,0.0562617533457192,3.2235610147157536,outer
12,14,4.0,0.0562617548536932,3.223561101116298,middle
12,27,3.0,0.0562617562672459,3.2235611821068986,inner
12,2,5.0,0.3867024222111112,22.15641672018269,outer
12,15,4.0,0.3867024237170787,22.156416806468275,middle
12,28,3.0,0.3867024251469862,22.156416888395945,inner
12,3,5.0,0.6183164831821902,35.426924889711245,outer
12,16,4.0,0.6183164847198832,35.426924977814565,middle
12,29,3.0,0.6183164861682141,35.426925060797814,inner
12,4,5.0,0.8969257027414288,51.39005730388932,outer
12,17,4.0,0.8969257042651583,51.39005739119259,middle
12,30,3.0,0.8969257057225726,51.39005747469628,inner
12,5,5.0,1.240224004013633,71.05960108079724,outer
12,18,4.0,1.2402240054698597,71.05960116423289,middle
12,31,3.0,1.24022400689612,71.05960124595158,inner
12,6,5.0,1.5707963120221775,89.99999915358556,outer
12,19,4.0,1.5707963120222177,89.99999915358785,middle
12,32,3.0,1.5707963120222177,89.99999915358785,inner
12,7,5.0,1.9013686172392408,108.94039706643376,outer
12,20,4.0,1.9013686185747063,108.9403971429503,middle
12,33,3.0,1.901368619939276,108.9403972211344,inner
12,8,5.0,2.244666918509967,128.609940843257,outer
12,21,4.0,2.2446669197802698,128.60994091604,middle
12,34,3.0,2.2446669211134758,128.60994099242703,inner
12,9,5.0,2.523276138068853,144.57307325741488,outer
12,22,4.0,2.52327613932607,144.57307332944808,middle
12,35,3.0,2.523276140667821,144.57307340632474,inner
12,10,5.0,2.754890199040812,157.84358142699384,outer
12,23,4.0,2.7548902003282327,157.8435815007576,middle
12,36,3.0,2.754890201688637,157.84358157870304,inner
12,11,5.0,3.0853308679108524,176.77643713272712,outer
12,24,4.0,3.0853308691921955,176.77643720614267,middle
12,37,3.0,3.0853308705644698,176.7764372847682,inner
12,12,5.0,3.124139272640316,178.99999493336094,outer
13,0,5.0,0.0174533455148437,1.0000030363841292,outer
13,1,5.0,0.0352646639955377,2.020516412891261,outer
13,14,4.0,0.0352646653952083,2.020516493086482,middle
13,27,3.0,0.0352646667241917,2.02051656923162,inner
13,2,5.0,0.3702835025851374,21.21568192144988,outer
13,15,4.0,0.3702835040142773,21.21568200333357,middle
13,28,3.0,0.3702835053675331,21.21568208086941,inner
13,3,5.0,0.6043298873744589,34.62555198017287,outer
13,16,4.0,0.604329888834852,34.62555206384723,middle
13,29,3.0,0.6043298902046043,34.62555214232825,inner
13,4,5.0,0.8797068628147029,50.40349044797657,outer
13,17,4.0,0.8797068642634057,50.40349053098113,middle
13,30,3.0,0.8797068656474462,50.40349061028081,inner
13,5,5.0,1.2320591093786768,70.59178707804524,outer
13,18,4.0,1.2320591107610768,70.59178715725092,middle
13,31,3.0,1.2320591121136797,70.59178723474936,inner
13,6,5.0,1.5707963127980222,89.99999919803817,outer
13,19,4.0,1.570796312798089,89.999999198042,middle
13,32,3.0,1.5707963127980888,89.99999919804199,inner
